Page,Date,Focal_tree,Site,Focal_sp,Plot,Tree,Transect_d,Transect_m,Family,Genus,Species,Individuals,Height_cm,Width_cm
14,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,N,2,Poaceae,Poa,sp. (tiny),1,,
14,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,N,3,,,,,,
14,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,N,4,Poaceae,Poa,sp. (tiny),1,,
14,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,N,5,,,,,,
14,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,N,6,Asphodelaceae,Thelionema,caespitosum,1,24,12
14,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,N,7,Asphodelaceae,Thelionema,caespitosum,1,22,15
14,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,N,8,,,,,,
14,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,N,9,,,,,,
14,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,N,10,Poaceae,Poa,sp. (tiny),1,,
13,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,E,1,Asphodelaceae,Thelionema,caespitosum,1,32,12
13,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,E,2,,,,,,
13,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,E,3,Poaceae,Poa,sp. (tiny),1,,
13,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,E,4,Dilleniaceae,Hibbertia,riparia,1,,
13,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,E,4,Asphodelaceae,Thelionema,caespitosum,1,20,14
13,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,E,5,,,,,,
13,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,E,6,Poaceae,Poa,sp. (tiny),1,,
13,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,E,6,Dilleniaceae,Hibbertia,riparia,1,,
13,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,E,7,Asphodelaceae,Thelionema,caespitosum,2,22,11
13,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,E,8,Dilleniaceae,Hibbertia,riparia,1,,
13,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,E,9,Asphodelaceae,Thelionema,caespitosum,1,24,64
13,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,E,10,Poaceae,Poa,sp. (tiny),1,,
13,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,S,1,Laxmaniaceae,Lomandra,longifolia,1,62,40
13,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,S,2,,,,,,
13,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,S,3,Poaceae,Poa,sp. (tiny),1,,
13,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,S,4,Asphodelaceae,Thelionema,caespitosum,1,27,50
13,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,S,5,Poaceae,Poa,sp. (tiny),1,,
13,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,S,6,Ericaceae,Lissanthe,strigosa,1,6,6
13,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,S,7,Dilleniaceae,Hibbertia,riparia,1,,
13,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,S,8,Poaceae,Poa,sp. (tiny),1,,
13,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,S,9,Ericaceae,Lissanthe,strigosa,1,12,9
13,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,S,10,Poaceae,Poa,sp. (tiny),1,,
14,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,W,1,Poaceae,Poa,sp. (tiny),1,,
14,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,W,2,Poaceae,Poa,sp. (tiny),1,,
14,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,W,3,,,,,,
14,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,W,4,Poaceae,sp. (clumped),sp. (clumped),1,12,6
14,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,W,5,Poaceae,Poa,sp. (tiny),1,,
14,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,W,6,Ericaceae,Lissanthe,strigosa,1,31,10
14,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,W,7,Poaceae,Poa,sp. (tiny),1,,
14,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,W,8,Poaceae,Poa,sp. (tiny),1,,
14,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,W,9,Poaceae,Poa,sp. (tiny),1,,
14,16/02/2022,EPFAMYGA8,EPF,AMYG,A,8,W,10,Poaceae,Poa,sp. (tiny),1,,
15,16/02/2022,EPFVIMA6,EPF,VIM,A,6,N,1,Asphodelaceae,Thelionema,caespitosum,1,25,20
15,16/02/2022,EPFVIMA6,EPF,VIM,A,6,N,2,Cyperaceae,Lepidosperma,inops,1,27,29
15,16/02/2022,EPFVIMA6,EPF,VIM,A,6,N,3,Asphodelaceae,Thelionema,caespitosum,1,23,14
15,16/02/2022,EPFVIMA6,EPF,VIM,A,6,N,4,Asphodelaceae,Thelionema,caespitosum,1,42,13
15,16/02/2022,EPFVIMA6,EPF,VIM,A,6,N,5,,,,,,
15,16/02/2022,EPFVIMA6,EPF,VIM,A,6,N,6,Asphodelaceae,Thelionema,caespitosum,1,25,50
15,16/02/2022,EPFVIMA6,EPF,VIM,A,6,N,7,Laxmaniaceae,Lomandra,longifolia,2,27,4
15,16/02/2022,EPFVIMA6,EPF,VIM,A,6,N,8,Laxmaniaceae,Lomandra,longifolia,2,15,3
15,16/02/2022,EPFVIMA6,EPF,VIM,A,6,N,9,Fabaceae - Faboideae,Pultenaea,penduculata,1,,
15,16/02/2022,EPFVIMA6,EPF,VIM,A,6,N,10,Fabaceae - Faboideae,Pultenaea,penduculata,1,,
15,16/02/2022,EPFVIMA6,EPF,VIM,A,6,N,10,Asphodelaceae,Thelionema,caespitosum,1,15,5
14,16/02/2022,EPFVIMA6,EPF,VIM,A,6,E,1,Asphodelaceae,Thelionema,caespitosum,1,24,1
14,16/02/2022,EPFVIMA6,EPF,VIM,A,6,E,2,Asphodelaceae,Thelionema,caespitosum,2,10,10
14,16/02/2022,EPFVIMA6,EPF,VIM,A,6,E,3,Asphodelaceae,Thelionema,caespitosum,1,20,33
14,16/02/2022,EPFVIMA6,EPF,VIM,A,6,E,4,Asphodelaceae,Thelionema,caespitosum,1,20,20
14,16/02/2022,EPFVIMA6,EPF,VIM,A,6,E,5,Hypnaceae,Hypnum,cupressiforme,1,,
14,16/02/2022,EPFVIMA6,EPF,VIM,A,6,E,5,Asphodelaceae,Thelionema,caespitosum,1,27,40
15,16/02/2022,EPFVIMA6,EPF,VIM,A,6,E,6,Asphodelaceae,Thelionema,caespitosum,1,17,40
15,16/02/2022,EPFVIMA6,EPF,VIM,A,6,E,7,Poaceae,Poa,sp. (tiny),1,,
15,16/02/2022,EPFVIMA6,EPF,VIM,A,6,E,8,Poaceae,Poa,sp. (tiny),1,,
15,16/02/2022,EPFVIMA6,EPF,VIM,A,6,E,9,Poaceae,Poa,sp. (tiny),1,,
15,16/02/2022,EPFVIMA6,EPF,VIM,A,6,E,10,Asphodelaceae,Thelionema,caespitosum,1,17,30
15,16/02/2022,EPFVIMA6,EPF,VIM,A,6,S,1,Fabaceae - Faboideae,Pultenaea,penduculata,1,,
15,16/02/2022,EPFVIMA6,EPF,VIM,A,6,S,2,Fabaceae - Faboideae,Pultenaea,penduculata,1,,
15,16/02/2022,EPFVIMA6,EPF,VIM,A,6,S,2,Asphodelaceae,Thelionema,caespitosum,1,12,2
15,16/02/2022,EPFVIMA6,EPF,VIM,A,6,S,3,Asphodelaceae,Thelionema,caespitosum,1,32,22
15,16/02/2022,EPFVIMA6,EPF,VIM,A,6,S,4,Asphodelaceae,Thelionema,caespitosum,1,30,12
15,16/02/2022,EPFVIMA6,EPF,VIM,A,6,S,5,Asphodelaceae,Thelionema,caespitosum,3,22,10
15,16/02/2022,EPFVIMA6,EPF,VIM,A,6,S,6,,,,,,
15,16/02/2022,EPFVIMA6,EPF,VIM,A,6,S,7,Poaceae,Poa,sp. (tiny),1,,
15,16/02/2022,EPFVIMA6,EPF,VIM,A,6,S,8,Poaceae,Poa,sp. (tiny),1,,
15,16/02/2022,EPFVIMA6,EPF,VIM,A,6,S,9,Hypnaceae,Hypnum,cupressiforme,1,,
15,16/02/2022,EPFVIMA6,EPF,VIM,A,6,S,9,Poaceae,Poa,sp. (tiny),1,,
15,16/02/2022,EPFVIMA6,EPF,VIM,A,6,S,10,Poaceae,Poa,sp. (tiny),1,,
16,16/02/2022,EPFVIMA6,EPF,VIM,A,6,W,1,Asphodelaceae,Thelionema,caespitosum,1,12,5
16,16/02/2022,EPFVIMA6,EPF,VIM,A,6,W,2,Asphodelaceae,Thelionema,caespitosum,1,47,60
16,16/02/2022,EPFVIMA6,EPF,VIM,A,6,W,3,Cyperaceae,Lepidosperma,inops,1,32,9
16,16/02/2022,EPFVIMA6,EPF,VIM,A,6,W,4,Cyperaceae,Lepidosperma,inops,1,30,20
16,16/02/2022,EPFVIMA6,EPF,VIM,A,6,W,5,Cyperaceae,Lepidosperma,inops,1,30,20
16,16/02/2022,EPFVIMA6,EPF,VIM,A,6,W,6,Cyperaceae,Lepidosperma,inops,1,30,20
16,16/02/2022,EPFVIMA6,EPF,VIM,A,6,W,7,Cyperaceae,Lepidosperma,inops,1,30,20
16,16/02/2022,EPFVIMA6,EPF,VIM,A,6,W,8,Cyperaceae,Lepidosperma,inops,1,30,30
16,16/02/2022,EPFVIMA6,EPF,VIM,A,6,W,9,Asphodelaceae,Thelionema,caespitosum,1,47,46
16,16/02/2022,EPFVIMA6,EPF,VIM,A,6,W,10,Poaceae,Poa,sp. (tiny),1,,
17,16/02/2022,EPFVIMA5,EPF,VIM,A,5,N,1,Poaceae,Poa,sp. (tiny),1,,
17,16/02/2022,EPFVIMA5,EPF,VIM,A,5,N,2,Ericaceae,Lissanthe,strigosa,3,7,6
17,16/02/2022,EPFVIMA5,EPF,VIM,A,5,N,3,,,,,,
17,16/02/2022,EPFVIMA5,EPF,VIM,A,5,N,4,Ericaceae,Lissanthe,strigosa,1,21,18
17,16/02/2022,EPFVIMA5,EPF,VIM,A,5,N,5,Poaceae,Poa,sp. (tiny),1,,
17,16/02/2022,EPFVIMA5,EPF,VIM,A,5,N,6,,,,,,
17,16/02/2022,EPFVIMA5,EPF,VIM,A,5,N,7,Poaceae,Poa,sp. (tiny),1,,
17,16/02/2022,EPFVIMA5,EPF,VIM,A,5,N,8,Ericaceae,Lissanthe,strigosa,1,2,5
17,16/02/2022,EPFVIMA5,EPF,VIM,A,5,N,9,Poaceae,Poa,sp. (tiny),1,,
17,16/02/2022,EPFVIMA5,EPF,VIM,A,5,N,10,Ericaceae,Lissanthe,strigosa,1,20,41
16,16/02/2022,EPFVIMA5,EPF,VIM,A,5,E,1,Ericaceae,Lissanthe,strigosa,2,4,2
16,16/02/2022,EPFVIMA5,EPF,VIM,A,5,E,2,Poaceae,Poa,sp. (tiny),1,,
16,16/02/2022,EPFVIMA5,EPF,VIM,A,5,E,3,Poaceae,Poa,sp. (tiny),1,,
16,16/02/2022,EPFVIMA5,EPF,VIM,A,5,E,4,,,,,,
16,16/02/2022,EPFVIMA5,EPF,VIM,A,5,E,5,,,,,,
16,16/02/2022,EPFVIMA5,EPF,VIM,A,5,E,6,Ericaceae,Leucopogon,virgatus,1,,
16,16/02/2022,EPFVIMA5,EPF,VIM,A,5,E,7,,,,,,
16,16/02/2022,EPFVIMA5,EPF,VIM,A,5,E,8,,,,,,
16,16/02/2022,EPFVIMA5,EPF,VIM,A,5,E,9,Poaceae,sp. (clumped),sp. (clumped),1,10,10
16,16/02/2022,EPFVIMA5,EPF,VIM,A,5,E,10,Poaceae,sp. (clumped),sp. (clumped),1,10,10
16,16/02/2022,EPFVIMA5,EPF,VIM,A,5,S,1,Pittosporaceae,Bursaria,spinosa,1,33,20
16,16/02/2022,EPFVIMA5,EPF,VIM,A,5,S,1,Ericaceae,Lissanthe,strigosa,1,19,8
16,16/02/2022,EPFVIMA5,EPF,VIM,A,5,S,2,Ericaceae,Lissanthe,strigosa,1,7,5
16,16/02/2022,EPFVIMA5,EPF,VIM,A,5,S,3,Poaceae,sp. (clumped),sp. (clumped),1,20,20
16,16/02/2022,EPFVIMA5,EPF,VIM,A,5,S,4,Poaceae,sp. (clumped),sp. (clumped),1,20,10
17,16/02/2022,EPFVIMA5,EPF,VIM,A,5,S,5,Poaceae,sp. (clumped),sp. (clumped),1,20,10
17,16/02/2022,EPFVIMA5,EPF,VIM,A,5,S,6,Poaceae,sp. (clumped),sp. (clumped),1,15,9
17,16/02/2022,EPFVIMA5,EPF,VIM,A,5,S,7,Poaceae,Poa,sp. (tiny),1,,
17,16/02/2022,EPFVIMA5,EPF,VIM,A,5,S,8,Poaceae,Poa,sp. (tiny),1,,
17,16/02/2022,EPFVIMA5,EPF,VIM,A,5,S,9,,,,,,
17,16/02/2022,EPFVIMA5,EPF,VIM,A,5,S,10,,,,,,
17,16/02/2022,EPFVIMA5,EPF,VIM,A,5,W,1,,,,,,
17,16/02/2022,EPFVIMA5,EPF,VIM,A,5,W,2,Ericaceae,Lissanthe,strigosa,1,10,10
17,16/02/2022,EPFVIMA5,EPF,VIM,A,5,W,3,,,,,,
17,16/02/2022,EPFVIMA5,EPF,VIM,A,5,W,4,Poaceae,sp. (4),sp. (4),2,60,0.5
17,16/02/2022,EPFVIMA5,EPF,VIM,A,5,W,5,Ericaceae,Lissanthe,strigosa,1,9,5
17,16/02/2022,EPFVIMA5,EPF,VIM,A,5,W,6,,,,,,
17,16/02/2022,EPFVIMA5,EPF,VIM,A,5,W,7,,,,,,
17,16/02/2022,EPFVIMA5,EPF,VIM,A,5,W,8,,,,,,
17,16/02/2022,EPFVIMA5,EPF,VIM,A,5,W,9,,,,,,
17,16/02/2022,EPFVIMA5,EPF,VIM,A,5,W,10,,,,,,
18,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,N,1,Poaceae,sp. (4),sp. (4),1,140,0.5
18,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,N,1,Ericaceae,Lissanthe,strigosa,1,7,20
18,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,N,2,,,,,,
18,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,N,3,Poaceae,Poa,sp. (tiny),1,,
18,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,N,4,Laxmaniaceae,Lomandra,longifolia,1,30,35
18,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,N,5,,,,,,
18,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,N,6,Poaceae,Poa,sp. (tiny),1,,
18,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,N,7,Poaceae,Poa,sp. (tiny),1,,
18,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,N,8,Laxmaniaceae,Lomandra,longifolia,1,45,20
18,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,N,9,Poaceae,Poa,sp. (tiny),1,,
18,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,N,10,Laxmaniaceae,Lomandra,longifolia,1,32,20
18,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,E,1,Laxmaniaceae,Lomandra,longifolia,1,65,60
18,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,E,2,,,,,,
18,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,E,3,Poaceae,sp. (clumped),sp. (clumped),1,14,10
18,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,E,4,Poaceae,Poa,sp. (tiny),1,,
18,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,E,5,,,,,,
18,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,E,6,,,,,,
18,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,E,7,Ericaceae,Lissanthe,strigosa,1,12,36
18,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,E,8,Ericaceae,Lissanthe,strigosa,1,29,45
18,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,E,9,Ericaceae,Lissanthe,strigosa,1,20,15
18,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,E,10,Ericaceae,Lissanthe,strigosa,1,20,28
18,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,S,1,Ericaceae,Lissanthe,strigosa,1,10,20
18,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,S,2,,,,,,
18,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,S,3,Poaceae,sp. (4),sp. (4),1,60,0.5
18,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,S,4,Ericaceae,Lissanthe,strigosa,1,20,25
18,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,S,5,Poaceae,sp. (clumped),sp. (clumped),1,25,20
18,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,S,6,,,,,,
18,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,S,7,,,,,,
18,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,S,8,,,,,,
18,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,S,9,,,,,,
18,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,S,10,,,,,,
19,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,W,1,Ericaceae,Lissanthe,strigosa,1,27,17
19,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,W,2,Poaceae,Poa,sp. (tiny),1,,
19,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,W,3,Poaceae,Poa,sp. (tiny),1,,
19,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,W,4,Poaceae,Poa,sp. (tiny),1,,
19,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,W,5,Poaceae,sp. (clumped),sp. (clumped),1,6,7
19,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,W,6,Hypnaceae,Hypnum,cupressiforme,1,,
19,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,W,7,Poaceae,sp. (clumped),sp. (clumped),1,30,30
19,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,W,8,Poaceae,sp. (clumped),sp. (clumped),2,30,30
19,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,W,9,Hypnaceae,Hypnum,cupressiforme,1,,
19,16/02/2022,EPFAMYGA6,EPF,AMYG,A,6,W,10,Poaceae,Poa,sp. (tiny),1,,
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,N,1,Poaceae,Poa,sp. (tiny),1,,
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,N,2,Poaceae,sp. (4),sp. (4),1,100,0.5
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,N,3,Poaceae,Poa,sp. (tiny),1,,
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,N,4,,,,,,
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,N,5,,,,,,
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,N,6,Hypnaceae,Hypnum,cupressiforme,1,,
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,N,7,Poaceae,Poa,sp. (tiny),1,,
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,N,8,Poaceae,Poa,sp. (tiny),1,,
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,N,9,Poaceae,sp. (clumped),sp. (clumped),2,20,10
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,N,10,,,,,,
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,E,1,Poaceae,Poa,sp. (tiny),1,,
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,E,2,,,,,,
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,E,3,Poaceae,Poa,sp. (tiny),1,,
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,E,4,Poaceae,Poa,sp. (tiny),1,,
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,E,5,,,,,,
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,E,6,Poaceae,Poa,sp. (tiny),1,,
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,E,7,Poaceae,Poa,sp. (tiny),1,,
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,E,8,,,,,,
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,E,9,,,,,,
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,E,10,,,,,,
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,S,1,,,,,,
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,S,2,Poaceae,Poa,sp. (tiny),1,,
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,S,3,Hypnaceae,Hypnum,cupressiforme,1,,
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,S,3,Ericaceae,Lissanthe,strigosa,1,10,5
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,S,4,,,,,,
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,S,5,Poaceae,Poa,sp. (tiny),1,,
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,S,6,Poaceae,Poa,sp. (tiny),1,,
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,S,7,Poaceae,Poa,sp. (tiny),1,,
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,S,8,Laxmaniaceae,Lomandra,longifolia,3,40,12
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,S,9,Poaceae,Poa,sp. (tiny),1,,
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,S,10,Poaceae,Poa,sp. (tiny),1,,
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,W,1,,,,,,
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,W,2,,,,,,
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,W,3,Poaceae,Poa,sp. (tiny),1,,
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,W,4,Poaceae,sp. (clumped),sp. (clumped),1,10,7
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,W,5,,,,,,
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,W,6,Ericaceae,Lissanthe,strigosa,4,1,1
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,W,7,,,,,,
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,W,8,Poaceae,sp. (clumped),sp. (clumped),2,5,7
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,W,9,Poaceae,Poa,sp. (tiny),1,,
19,16/02/2022,EPFVIMA7,EPF,VIM,A,7,W,10,,,,,,
19,16/02/2022,EPFVIMD1,EPF,VIM,D,1,N,1,Ericaceae,Lissanthe,strigosa,1,14,14
19,16/02/2022,EPFVIMD1,EPF,VIM,D,1,N,2,,,,,,
19,16/02/2022,EPFVIMD1,EPF,VIM,D,1,N,3,,,,,,
19,16/02/2022,EPFVIMD1,EPF,VIM,D,1,N,4,,,,,,
19,16/02/2022,EPFVIMD1,EPF,VIM,D,1,N,5,,,,,,
19,16/02/2022,EPFVIMD1,EPF,VIM,D,1,N,6,Poaceae,Poa,sp. (tiny),1,,
19,16/02/2022,EPFVIMD1,EPF,VIM,D,1,N,7,Dilleniaceae,Hibbertia,riparia,1,,
19,16/02/2022,EPFVIMD1,EPF,VIM,D,1,N,8,Dilleniaceae,Hibbertia,riparia,1,,
19,16/02/2022,EPFVIMD1,EPF,VIM,D,1,N,9,,,,,,
19,16/02/2022,EPFVIMD1,EPF,VIM,D,1,N,10,,,,,,
19,16/02/2022,EPFVIMD1,EPF,VIM,D,1,E,1,,,,,,
19,16/02/2022,EPFVIMD1,EPF,VIM,D,1,E,2,,,,,,
19,16/02/2022,EPFVIMD1,EPF,VIM,D,1,E,3,,,,,,
19,16/02/2022,EPFVIMD1,EPF,VIM,D,1,E,4,,,,,,
19,16/02/2022,EPFVIMD1,EPF,VIM,D,1,E,5,,,,,,
19,16/02/2022,EPFVIMD1,EPF,VIM,D,1,E,6,,,,,,
19,16/02/2022,EPFVIMD1,EPF,VIM,D,1,E,7,,,,,,
19,16/02/2022,EPFVIMD1,EPF,VIM,D,1,E,8,,,,,,
19,16/02/2022,EPFVIMD1,EPF,VIM,D,1,E,9,,,,,,
19,16/02/2022,EPFVIMD1,EPF,VIM,D,1,E,10,,,,,,
20,16/02/2022,EPFVIMD1,EPF,VIM,D,1,S,1,,,,,,
20,16/02/2022,EPFVIMD1,EPF,VIM,D,1,S,2,Hypnaceae,Hypnum,cupressiforme,1,,
20,16/02/2022,EPFVIMD1,EPF,VIM,D,1,S,3,,,,,,
20,16/02/2022,EPFVIMD1,EPF,VIM,D,1,S,4,,,,,,
20,16/02/2022,EPFVIMD1,EPF,VIM,D,1,S,5,,,,,,
20,16/02/2022,EPFVIMD1,EPF,VIM,D,1,S,6,,,,,,
20,16/02/2022,EPFVIMD1,EPF,VIM,D,1,S,7,,,,,,
20,16/02/2022,EPFVIMD1,EPF,VIM,D,1,S,8,Ericaceae,Leucopogon,virgatus,1,4,4
20,16/02/2022,EPFVIMD1,EPF,VIM,D,1,S,9,Ericaceae,Leucopogon,virgatus,1,5,5
20,16/02/2022,EPFVIMD1,EPF,VIM,D,1,S,10,Ericaceae,Leucopogon,virgatus,1,2,2
20,16/02/2022,EPFVIMD1,EPF,VIM,D,1,W,1,,,,,,
20,16/02/2022,EPFVIMD1,EPF,VIM,D,1,W,2,,,,,,
20,16/02/2022,EPFVIMD1,EPF,VIM,D,1,W,3,,,,,,
20,16/02/2022,EPFVIMD1,EPF,VIM,D,1,W,4,Ericaceae,Leucopogon,virgatus,1,1,5
20,16/02/2022,EPFVIMD1,EPF,VIM,D,1,W,5,,,,,,
20,16/02/2022,EPFVIMD1,EPF,VIM,D,1,W,6,,,,,,
20,16/02/2022,EPFVIMD1,EPF,VIM,D,1,W,7,,,,,,
20,16/02/2022,EPFVIMD1,EPF,VIM,D,1,W,8,Ericaceae,Lissanthe,strigosa,1,5,3
20,16/02/2022,EPFVIMD1,EPF,VIM,D,1,W,9,Ericaceae,Lissanthe,strigosa,1,6,2
20,16/02/2022,EPFVIMD1,EPF,VIM,D,1,W,9,Ericaceae,Leucopogon,virgatus,1,1,10
20,16/02/2022,EPFVIMD1,EPF,VIM,D,1,W,10,Ericaceae,Lissanthe,strigosa,1,1,1
20,16/02/2022,EPFVIMD2,EPF,VIM,D,2,N,1,,,,,,
20,16/02/2022,EPFVIMD2,EPF,VIM,D,2,N,2,Ericaceae,Leucopogon,virgatus,1,3,3
20,16/02/2022,EPFVIMD2,EPF,VIM,D,2,N,3,Poaceae,Poa,sp. (tiny),1,,
20,16/02/2022,EPFVIMD2,EPF,VIM,D,2,N,4,Poaceae,Poa,sp. (tiny),1,,
20,16/02/2022,EPFVIMD2,EPF,VIM,D,2,N,5,Ericaceae,Lissanthe,strigosa,1,9,3
21,16/02/2022,EPFVIMD2,EPF,VIM,D,2,N,6,Poaceae,Poa,sp. (tiny),1,,
21,16/02/2022,EPFVIMD2,EPF,VIM,D,2,N,7,,,,,,
21,16/02/2022,EPFVIMD2,EPF,VIM,D,2,N,8,,,,,,
21,16/02/2022,EPFVIMD2,EPF,VIM,D,2,N,9,,,,,,
21,16/02/2022,EPFVIMD2,EPF,VIM,D,2,N,10,,,,,,
20,16/02/2022,EPFVIMD2,EPF,VIM,D,2,E,1,Ericaceae,Lissanthe,strigosa,1,7,2
20,16/02/2022,EPFVIMD2,EPF,VIM,D,2,E,2,Poaceae,Poa,sp. (tiny),1,,
